app_id,player_count,type,is_free,categories,genres,price_jpy,metacritic_score,total_achievements,collected_at
3073310,,game,True,シングルプレイヤー|Steam実績|フルコントローラサポート|アプリ内購入|Steamクラウド|データ|Steamランキング|スマホでRemote Play|タブレットでRemote Play|テレビでRemote Play|Steamタイムライン,カジュアル|インディー|シミュレーション|ストラテジー|無料プレイ,0.0,,,2026-01-15T15:03:01.784956
2349200,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,カジュアル|シミュレーション,120.0,,,2026-01-15T15:03:03.340416
903640,0.0,game,False,シングルプレイヤー|被追跡コントローラサポート|VR限定|ファミリーシェアリング,シミュレーション,310.0,,,2026-01-15T15:03:04.880681
1678740,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,カジュアル,920.0,,,2026-01-15T15:03:06.317765
2267990,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,インディー|シミュレーション,235.0,,,2026-01-15T15:03:07.739643
377660,0.0,game,False,シングルプレイヤー|Steam実績|Steamトレーディングカード|Steamクラウド|ファミリーシェアリング,カジュアル|インディー,1010.0,,14.0,2026-01-15T15:03:09.188591
2289590,0.0,game,False,シングルプレイヤー|マルチプレイヤー|協力プレイ|共有／分割画面での協力プレイ|共有／分割画面|フルコントローラサポート|カメラの快適性|カスタム音量調整|時間制限付き入力なしでプレイ可能|ステレオサウンド|テレビでRemote Play|Remote Play Together|ファミリーシェアリング,アクション|アドベンチャー|インディー|RPG|早期アクセス,350.0,,2.0,2026-01-15T15:03:10.728025
4140730,0.0,game,False,シングルプレイヤー|Steam実績|Steamクラウド|ファミリーシェアリング,カジュアル,1380.0,,14.0,2026-01-15T15:03:12.225466
2052780,0.0,game,False,シングルプレイヤー|Steam実績|フルコントローラサポート|Steamクラウド|ファミリーシェアリング,カジュアル|インディー|シミュレーション,120.0,,50.0,2026-01-15T15:03:13.845112
948200,0.0,game,False,シングルプレイヤー|マルチプレイヤー|共有／分割画面|Remote Play Together|ファミリーシェアリング,カジュアル|インディー|シミュレーション|スポーツ,520.0,,,2026-01-15T15:03:15.456051
1546890,,game,False,シングルプレイヤー|Steam実績|ファミリーシェアリング,アドベンチャー|インディー|早期アクセス,,,,2026-01-15T15:03:16.880446
4074010,,game,False,シングルプレイヤー|マルチプレイヤー|協力プレイ|オンライン協力プレイ|カスタム音量調整|ステレオサウンド|サラウンドサウンド|ファミリーシェアリング,アクション|アドベンチャー|インディー|MM（Massively Multiplayer）,,,,2026-01-15T15:03:18.295188
2447730,,game,False,シングルプレイヤー|Steam実績|フルコントローラサポート|Steamクラウド|ファミリーシェアリング,RPG,,,,2026-01-15T15:03:19.750178
1670890,0.0,game,False,シングルプレイヤー|Steamクラウド|ファミリーシェアリング,RPG,120.0,,,2026-01-15T15:03:21.765152
3644170,,game,False,シングルプレイヤー|部分的コントローラサポート|ファミリーシェアリング,RPG,,,,2026-01-15T15:03:23.206292
652190,2.0,game,False,シングルプレイヤー|Steam実績|フルコントローラサポート|Steamクラウド|テレビでRemote Play|ファミリーシェアリング,アクション|アドベンチャー|インディー|シミュレーション|ストラテジー,920.0,,14.0,2026-01-15T15:03:24.535753
805920,0.0,game,False,シングルプレイヤー|Steam実績|フルコントローラサポート|ファミリーシェアリング,カジュアル|インディー|RPG,519.0,,20.0,2026-01-15T15:03:26.148327
3169520,4.0,game,False,シングルプレイヤー|マルチプレイヤー|協力プレイ|オンライン協力プレイ|クロスプラットフォームマルチプレイヤー|Steam実績|フルコントローラサポート|カスタム音量調整|難易度の調整|ステレオサウンド|字幕オプション|Steamクラウド|データ|ファミリーシェアリング,アクション|アドベンチャー|RPG,4888.0,,60.0,2026-01-15T15:03:27.585624
3531410,,game,False,シングルプレイヤー|ファミリーシェアリング,アドベンチャー|カジュアル|シミュレーション|ストラテジー,,,,2026-01-15T15:03:29.209803
4074680,0.0,game,False,マルチプレイヤー|PvP|オンラインPvP|協力プレイ|オンライン協力プレイ|カスタム音量調整|時間制限付き入力なしでプレイ可能|ステレオサウンド|ファミリーシェアリング,インディー|RPG|ストラテジー|早期アクセス,584.0,,,2026-01-15T15:03:30.850986
1564620,0.0,game,False,シングルプレイヤー|レベル編集可能|ファミリーシェアリング,インディー|RPG|ストラテジー|早期アクセス,350.0,,,2026-01-15T15:03:32.446543
2611590,0.0,game,True,シングルプレイヤー,カジュアル|インディー,0.0,,,2026-01-15T15:03:33.922803
3644260,0.0,game,False,シングルプレイヤー|Steam実績|カスタム音量調整|マウスのみのオプション|時間制限付き入力なしでプレイ可能|いつでもセーブ可能|タッチのみのオプション|Steamクラウド|ファミリーシェアリング,カジュアル|インディー|シミュレーション,350.0,,12.0,2026-01-15T15:03:35.393831
